epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,43011.3,1.2919,1.17093,1.69378,0.86724,0.82926,0.87933,0.60532,1.16028,0.95555,1.53892,4.47606e-05,4.47606e-05,4.47606e-05
178,43162.8,1.27058,1.14557,1.66216,0.86367,0.8243,0.87837,0.60639,1.15743,0.95299,1.53981,4.19552e-05,4.19552e-05,4.19552e-05
179,43383.3,1.30831,1.23068,1.68817,0.86564,0.83089,0.87971,0.6008,1.17826,0.95318,1.54927,3.9264e-05,3.9264e-05,3.9264e-05
180,43539.9,1.26901,1.15351,1.63985,0.87645,0.83217,0.87874,0.60499,1.15261,0.94276,1.53265,3.66877e-05,3.66877e-05,3.66877e-05
181,43717.1,1.29053,1.19043,1.67606,0.88511,0.82569,0.88016,0.60443,1.15467,0.94768,1.53203,3.4227e-05,3.4227e-05,3.4227e-05
182,43879.9,1.28636,1.17974,1.65851,0.8772,0.83097,0.88045,0.60563,1.14656,0.95145,1.52853,3.18825e-05,3.18825e-05,3.18825e-05
183,44048.6,1.26011,1.13824,1.63716,0.87447,0.82954,0.88047,0.60922,1.13816,0.94411,1.52568,2.96546e-05,2.96546e-05,2.96546e-05
184,44323,1.30413,1.20043,1.68762,0.8807,0.82708,0.88152,0.60968,1.14322,0.93923,1.52705,2.75441e-05,2.75441e-05,2.75441e-05
185,44532.7,1.33022,1.22869,1.70468,0.8742,0.82579,0.88215,0.60757,1.15061,0.94168,1.53,2.55513e-05,2.55513e-05,2.55513e-05
186,44777,1.2949,1.18739,1.67725,0.87403,0.83048,0.88238,0.60754,1.14736,0.94456,1.52756,2.36769e-05,2.36769e-05,2.36769e-05
187,45004.3,1.30167,1.15792,1.66195,0.86143,0.84322,0.8847,0.6055,1.15169,0.94278,1.52921,2.19212e-05,2.19212e-05,2.19212e-05
188,45118.5,1.31121,1.20714,1.67745,0.86735,0.84141,0.88659,0.60742,1.1553,0.94367,1.53082,2.02847e-05,2.02847e-05,2.02847e-05
189,45364.5,1.26368,1.15416,1.63227,0.86044,0.84765,0.88599,0.61273,1.13752,0.94129,1.51815,1.87678e-05,1.87678e-05,1.87678e-05
190,45502.5,1.23894,1.13614,1.62582,0.85417,0.85296,0.88487,0.61265,1.13873,0.94301,1.51769,1.73709e-05,1.73709e-05,1.73709e-05
191,45664.2,1.13426,0.95384,1.54533,0.86576,0.85014,0.88384,0.60898,1.15062,0.95116,1.52177,1.60943e-05,1.60943e-05,1.60943e-05
192,45831.1,1.157,0.97614,1.5652,0.86333,0.85028,0.88681,0.60533,1.16266,0.93518,1.52762,1.49383e-05,1.49383e-05,1.49383e-05
193,45976.2,1.12253,0.92493,1.53013,0.86575,0.85314,0.88834,0.6109,1.15302,0.92401,1.52233,1.39032e-05,1.39032e-05,1.39032e-05
194,46141.7,1.16281,0.97704,1.57676,0.86495,0.85244,0.88691,0.61536,1.13574,0.92013,1.51561,1.29893e-05,1.29893e-05,1.29893e-05
195,46315.2,1.14471,0.95897,1.54972,0.86649,0.85089,0.88701,0.61763,1.127,0.91981,1.51036,1.21968e-05,1.21968e-05,1.21968e-05
196,46582.1,1.12492,0.92881,1.53909,0.85813,0.85028,0.88595,0.61243,1.13548,0.93034,1.51627,1.15259e-05,1.15259e-05,1.15259e-05
197,46677.5,1.13925,0.91063,1.54805,0.86071,0.8576,0.88755,0.61353,1.14035,0.93015,1.52039,1.09768e-05,1.09768e-05,1.09768e-05
198,46853.5,1.1207,0.89597,1.52538,0.85544,0.86586,0.88827,0.61455,1.13737,0.92493,1.51675,1.05495e-05,1.05495e-05,1.05495e-05
199,46964.5,1.14247,0.9326,1.55607,0.85153,0.86718,0.88846,0.61715,1.13322,0.92032,1.51559,1.02443e-05,1.02443e-05,1.02443e-05
200,47134.7,1.13474,0.90185,1.53893,0.86135,0.85704,0.88554,0.61428,1.1302,0.91967,1.51283,1.00611e-05,1.00611e-05,1.00611e-05
